date,company,stock_closing,stock_base,stock_index
2016-07-05,TSLA.Close,213.979996,207.850006,102.949237345704
2016-07-06,TSLA.Close,214.440002,207.850006,103.17055367320988
2016-07-07,TSLA.Close,215.940002,207.850006,103.89222793671702
2016-07-08,TSLA.Close,216.779999,207.850006,104.29636408093248
2016-07-11,TSLA.Close,224.779999,207.850006,108.14529348630377
2016-07-12,TSLA.Close,224.649994,207.850006,108.08274597788561
2016-07-13,TSLA.Close,222.529999,207.850006,107.06278209104309
2016-07-14,TSLA.Close,221.529999,207.850006,106.58166591537169
2016-07-15,TSLA.Close,220.399994,207.850006,106.0380022312821
2016-07-18,TSLA.Close,226.25,207.850006,108.85253474565692
2016-07-19,TSLA.Close,225.259995,207.850006,108.37622732616134
2016-07-20,TSLA.Close,228.360001,207.850006,109.86769035743977
2016-07-21,TSLA.Close,220.5,207.850006,106.08611673554631
2016-07-22,TSLA.Close,222.270004,207.850006,106.9376942909494
2016-07-25,TSLA.Close,230.009995,207.850006,110.66152916060055
2016-07-26,TSLA.Close,229.509995,207.850006,110.42097107276486
2016-07-27,TSLA.Close,228.490005,207.850006,109.93023738474177
2016-07-28,TSLA.Close,230.610001,207.850006,110.95020175270045
2016-07-29,TSLA.Close,234.789993,207.850006,112.96126351807756
2016-08-01,TSLA.Close,230.009995,207.850006,110.66152916060055
2016-08-02,TSLA.Close,227.199997,207.850006,109.30959366919623
2016-08-03,TSLA.Close,225.789993,207.850006,108.63121793703485
2016-08-04,TSLA.Close,230.610001,207.850006,110.95020175270045
2016-08-05,TSLA.Close,230.029999,207.850006,110.67115340857869
2016-08-08,TSLA.Close,226.160004,207.850006,108.80923621431118
2016-08-09,TSLA.Close,229.080002,207.850006,110.21409448503935
2016-08-10,TSLA.Close,225.649994,207.850006,108.56386215355703
2016-08-11,TSLA.Close,224.910004,207.850006,108.20784099472192
2016-08-12,TSLA.Close,225.610001,207.850006,108.5446208743434
2016-08-15,TSLA.Close,225.589996,207.850006,108.53499614524908
2016-08-16,TSLA.Close,223.610001,207.850006,107.58238852300057
2016-08-17,TSLA.Close,223.240005,207.850006,107.40437746246685
2016-08-18,TSLA.Close,223.509995,207.850006,107.53427401873637
2016-08-19,TSLA.Close,225,207.850006,108.25113952606766
2016-08-22,TSLA.Close,222.929993,207.850006,107.25522567461461
2016-08-23,TSLA.Close,224.839996,207.850006,108.17415901349554
2016-08-24,TSLA.Close,222.619995,207.850006,107.10608062238882
2016-08-25,TSLA.Close,220.960007,207.850006,106.30743354416839
2016-08-26,TSLA.Close,219.990005,207.850006,105.84074989153476
2016-08-29,TSLA.Close,215.199997,207.850006,103.53619956113928
2016-08-30,TSLA.Close,211.339996,207.850006,101.67909064193148
2016-08-31,TSLA.Close,212.009995,207.850006,102.00143799851513
2016-09-01,TSLA.Close,200.770004,207.850006,96.59369651401406
2016-09-02,TSLA.Close,197.779999,207.850006,95.15515674317565
2016-09-06,TSLA.Close,202.830002,207.850006,97.58479487366482
2016-09-07,TSLA.Close,201.710007,207.850006,97.04594716249369
2016-09-08,TSLA.Close,197.360001,207.850006,94.95308891162601
2016-09-09,TSLA.Close,194.470001,207.850006,93.56266316393562
2016-09-12,TSLA.Close,198.300003,207.850006,95.4053390789895
2016-09-13,TSLA.Close,196.050003,207.850006,94.32282768372882
2016-09-14,TSLA.Close,196.410004,207.850006,94.49602998808669
2016-09-15,TSLA.Close,200.419998,207.850006,96.42530296583199
2016-09-16,TSLA.Close,205.399994,207.850006,98.82125959621094
2016-09-19,TSLA.Close,206.339996,207.850006,99.27350976357442
2016-09-20,TSLA.Close,204.639999,207.850006,98.45561370828153
2016-09-21,TSLA.Close,205.220001,207.850006,98.7346620524033
2016-09-22,TSLA.Close,206.429993,207.850006,99.3168087760363
2016-09-23,TSLA.Close,207.449997,207.850006,99.80754919968585
2016-09-26,TSLA.Close,208.990005,207.850006,100.54847195914923
2016-09-27,TSLA.Close,205.809998,207.850006,99.01851915270092
2016-09-28,TSLA.Close,206.270004,207.850006,99.23983548020682
2016-09-29,TSLA.Close,200.699997,207.850006,96.56001501390382
2016-09-30,TSLA.Close,204.029999,207.850006,98.16213284112197
2016-10-03,TSLA.Close,213.699997,207.850006,102.81452529763217
2016-10-04,TSLA.Close,211.410004,207.850006,101.71277262315786
2016-10-05,TSLA.Close,208.460007,207.850006,100.29348134827573
2016-10-06,TSLA.Close,201,207.850006,96.70435130995378
2016-10-07,TSLA.Close,196.610001,207.850006,94.59225177987246
2016-10-10,TSLA.Close,200.949997,207.850006,96.68029405782167
2016-10-11,TSLA.Close,200.100006,207.850006,96.27134963854655
2016-10-12,TSLA.Close,201.509995,207.850006,96.9497181539653
2016-10-13,TSLA.Close,200.240005,207.850006,96.33870542202438
2016-10-14,TSLA.Close,196.509995,207.850006,94.54413727560825
2016-10-17,TSLA.Close,193.960007,207.850006,93.31729680104026
2016-10-18,TSLA.Close,199.100006,207.850006,95.79023346287515
2016-10-19,TSLA.Close,203.559998,207.850006,97.93600775744024
2016-10-20,TSLA.Close,199.100006,207.850006,95.79023346287515
2016-10-21,TSLA.Close,200.089996,207.850006,96.26653366562809
2016-10-24,TSLA.Close,202.759995,207.850006,97.55111337355457
2016-10-25,TSLA.Close,202.339996,207.850006,97.34904506088877
2016-10-26,TSLA.Close,202.240005,207.850006,97.3009377733672
2016-10-27,TSLA.Close,204.009995,207.850006,98.15250859314384
2016-10-28,TSLA.Close,199.970001,207.850006,96.20880213012839
2016-10-31,TSLA.Close,197.729996,207.850006,95.13109949104354
2016-11-01,TSLA.Close,190.789993,207.850006,91.79215178853543
2016-11-02,TSLA.Close,188.020004,207.850006,90.45946527420355
2016-11-03,TSLA.Close,187.419998,207.850006,90.17079268210364
2016-11-04,TSLA.Close,190.559998,207.850006,91.68149747371189
2016-11-07,TSLA.Close,193.210007,207.850006,92.9564596692867
2016-11-08,TSLA.Close,194.940002,207.850006,93.78878824761736
2016-11-09,TSLA.Close,190.059998,207.850006,91.44093938587618
2016-11-10,TSLA.Close,185.350006,207.850006,89.17488604739323
2016-11-11,TSLA.Close,188.559998,207.850006,90.71926512236907
2016-11-14,TSLA.Close,181.449997,207.850006,87.29852863222915
2016-11-15,TSLA.Close,183.770004,207.850006,88.41472152760005
2016-11-16,TSLA.Close,183.929993,207.850006,88.49169482342954
2016-11-17,TSLA.Close,188.660004,207.850006,90.76737962663324
2016-11-18,TSLA.Close,185.020004,207.850006,89.01611674718932
2016-11-21,TSLA.Close,184.520004,207.850006,88.7755586593536
2016-11-22,TSLA.Close,191.169998,207.850006,91.97497834087144
2016-11-23,TSLA.Close,193.139999,207.850006,92.9227776880603
2016-11-25,TSLA.Close,196.649994,207.850006,94.61149305908607
2016-11-28,TSLA.Close,196.119995,207.850006,94.35650196709639
2016-11-29,TSLA.Close,189.570007,207.850006,91.20519678984277
2016-11-30,TSLA.Close,189.399994,207.850006,91.12340078546833
2016-12-01,TSLA.Close,181.880005,207.850006,87.50541243669726
2016-12-02,TSLA.Close,181.470001,207.850006,87.30815288020727
2016-12-05,TSLA.Close,186.800003,207.850006,89.87250305876825
2016-12-06,TSLA.Close,185.850006,207.850006,89.41544413522894
2016-12-07,TSLA.Close,193.149994,207.850006,92.92758644423613
2016-12-08,TSLA.Close,192.289993,207.850006,92.51382605204255
2016-12-09,TSLA.Close,192.179993,207.850006,92.46090327271868
2016-12-12,TSLA.Close,192.429993,207.850006,92.58118231663654
2016-12-13,TSLA.Close,198.149994,207.850006,95.3331673225932
2016-12-14,TSLA.Close,198.690002,207.850006,95.59297390638515
2016-12-15,TSLA.Close,197.580002,207.850006,95.0589349513899
2016-12-16,TSLA.Close,202.490005,207.850006,97.42121681728506
2016-12-19,TSLA.Close,202.729996,207.850006,97.53668036940061
2016-12-20,TSLA.Close,208.789993,207.850006,100.45224295062086
2016-12-21,TSLA.Close,207.699997,207.850006,99.9278282436037
2016-12-22,TSLA.Close,208.449997,207.850006,100.28866537535725
2016-12-23,TSLA.Close,213.339996,207.850006,102.64132299327429
2016-12-27,TSLA.Close,219.529999,207.850006,105.61943356402885
2016-12-28,TSLA.Close,219.740005,207.850006,105.72047084761691
2016-12-29,TSLA.Close,214.679993,207.850006,103.28601722532544
2016-12-30,TSLA.Close,213.690002,207.850006,102.80971654145634
2017-01-03,TSLA.Close,216.990005,207.850006,104.39740136452052
2017-01-04,TSLA.Close,226.990005,207.850006,109.20856312123463
2017-01-05,TSLA.Close,226.75,207.850006,109.09309283349262
2017-01-06,TSLA.Close,229.009995,207.850006,110.18041298492913
2017-01-09,TSLA.Close,231.279999,207.850006,111.27254862816795
2017-01-10,TSLA.Close,229.869995,207.850006,110.59417289600655
2017-01-11,TSLA.Close,229.729996,207.850006,110.52681711252872
2017-01-12,TSLA.Close,229.589996,207.850006,110.45946084793474
2017-01-13,TSLA.Close,237.75,207.850006,114.38537076587816
2017-01-17,TSLA.Close,235.580002,207.850006,113.34134962690354
2017-01-18,TSLA.Close,238.360001,207.850006,114.6788521141539
2017-01-19,TSLA.Close,243.759995,207.850006,117.27687657608246
2017-01-20,TSLA.Close,244.729996,207.850006,117.74355974759992
2017-01-23,TSLA.Close,248.919998,207.850006,119.75943748589546
2017-01-24,TSLA.Close,254.610001,207.850006,122.49698996881433
2017-01-25,TSLA.Close,254.470001,207.850006,122.42963370422034
2017-01-26,TSLA.Close,252.509995,207.850006,121.48664311320732
2017-01-27,TSLA.Close,252.949997,207.850006,121.6983351927351
2017-01-30,TSLA.Close,250.630005,207.850006,120.58214951410682
2017-01-31,TSLA.Close,251.929993,207.850006,121.20759476908553
2017-02-01,TSLA.Close,249.240005,207.850006,119.91339802992356
2017-02-02,TSLA.Close,251.550003,207.850006,121.02477543349217
2017-02-03,TSLA.Close,251.330002,207.850006,120.91892939372828
2017-02-06,TSLA.Close,257.769989,207.850006,124.0173113105419
2017-02-07,TSLA.Close,257.480011,207.850006,123.87779820415304
2017-02-08,TSLA.Close,262.079987,207.850006,126.09092106545332
2017-02-09,TSLA.Close,269.200012,207.850006,129.51648026413818
2017-02-10,TSLA.Close,269.230011,207.850006,129.53091326829212
2017-02-13,TSLA.Close,280.600006,207.850006,135.00120178009522
2017-02-14,TSLA.Close,280.980011,207.850006,135.1840283324312
2017-02-15,TSLA.Close,279.76001,207.850006,134.59706611699593
2017-02-16,TSLA.Close,268.950012,207.850006,129.39620122022032
2017-02-17,TSLA.Close,272.230011,207.850006,130.97426179530635
2017-02-21,TSLA.Close,277.390015,207.850006,133.45682318623554
2017-02-22,TSLA.Close,273.51001,207.850006,131.5900900190496
2017-02-23,TSLA.Close,255.990005,207.850006,123.16093221570559
2017-02-24,TSLA.Close,257,207.850006,123.64685714755284
2017-02-27,TSLA.Close,246.229996,207.850006,118.46523401110703
2017-02-28,TSLA.Close,249.990005,207.850006,120.27423516167713
2017-03-01,TSLA.Close,250.020004,207.850006,120.28866816583108
2017-03-02,TSLA.Close,250.479996,207.850006,120.50997775771053
2017-03-03,TSLA.Close,251.570007,207.850006,121.03439968147029
2017-03-06,TSLA.Close,251.210007,207.850006,120.86119785822858
2017-03-07,TSLA.Close,248.589996,207.850006,119.60066818569157
2017-03-08,TSLA.Close,246.869995,207.850006,118.77314788242055
2017-03-09,TSLA.Close,244.899994,207.850006,117.8253485352317
2017-03-10,TSLA.Close,243.690002,207.850006,117.24320181159868
2017-03-13,TSLA.Close,246.169998,207.850006,118.43636800279909
2017-03-14,TSLA.Close,258,207.850006,124.12797332322425
2017-03-15,TSLA.Close,255.729996,207.850006,123.03583767998543
2017-03-16,TSLA.Close,262.049988,207.850006,126.07648806129934
2017-03-17,TSLA.Close,261.5,207.850006,125.81187993807418
2017-03-20,TSLA.Close,261.920013,207.850006,126.01395498636646
2017-03-21,TSLA.Close,250.679993,207.850006,120.60619954949627
2017-03-22,TSLA.Close,255.009995,207.850006,122.68943355238584
2017-03-23,TSLA.Close,254.779999,207.850006,122.57877875644611
2017-03-24,TSLA.Close,263.160004,207.850006,126.61053471415345
2017-03-27,TSLA.Close,270.220001,207.850006,130.00721347104508
2017-03-28,TSLA.Close,277.450012,207.850006,133.48568871342732
2017-03-29,TSLA.Close,277.380005,207.850006,133.45200721331707
2017-03-30,TSLA.Close,277.920013,207.850006,133.71181379710904
2017-03-31,TSLA.Close,278.299988,207.850006,133.8946259159598
2017-04-03,TSLA.Close,298.519989,207.850006,143.62279546915192
2017-04-04,TSLA.Close,303.700012,207.850006,146.11498832480189
2017-04-05,TSLA.Close,295,207.850006,141.92927182306647
2017-04-06,TSLA.Close,298.700012,207.850006,143.70940744644483
2017-04-07,TSLA.Close,302.540009,207.850006,145.55689211767452
2017-04-10,TSLA.Close,312.390015,207.850006,150.29588933473497
2017-04-11,TSLA.Close,308.709991,207.850006,148.52537026147596
2017-04-12,TSLA.Close,296.839996,207.850006,142.81452366183717
2017-04-13,TSLA.Close,304,207.850006,146.25931740410917
2017-04-17,TSLA.Close,301.440002,207.850006,145.02766095662273
2017-04-18,TSLA.Close,300.25,207.850006,144.4551317453414
2017-04-19,TSLA.Close,305.519989,207.850006,146.99060869885182
2017-04-20,TSLA.Close,302.51001,207.850006,145.54245911352055
2017-04-21,TSLA.Close,305.600006,207.850006,147.0291061718805
2017-04-24,TSLA.Close,308.029999,207.850006,148.1982151109488
2017-04-25,TSLA.Close,313.790009,207.850006,150.9694490939779
2017-04-26,TSLA.Close,310.170013,207.850006,149.22781046251208
2017-04-27,TSLA.Close,308.630005,207.850006,148.4868877030487
2017-04-28,TSLA.Close,314.070007,207.850006,151.10416066093353
2017-05-01,TSLA.Close,322.829987,207.850006,155.3187287374916
2017-05-02,TSLA.Close,318.890015,207.850006,153.42314447659916
2017-05-03,TSLA.Close,311.019989,207.850006,149.63674766504457
2017-05-04,TSLA.Close,295.459991,207.850006,142.15058093382976
2017-05-05,TSLA.Close,308.350006,207.850006,148.3521756549769
2017-05-08,TSLA.Close,307.190002,207.850006,147.79407896673334
2017-05-09,TSLA.Close,321.26001,207.850006,154.56338740735953
2017-05-10,TSLA.Close,325.220001,207.850006,156.46860313297273
2017-05-11,TSLA.Close,323.100006,207.850006,155.44863924613023
2017-05-12,TSLA.Close,324.809998,207.850006,156.27134405759892
2017-05-15,TSLA.Close,315.880005,207.850006,151.97497997666642
2017-05-16,TSLA.Close,317.01001,207.850006,152.51864366075603
2017-05-17,TSLA.Close,306.109985,207.850006,147.27446531803324
2017-05-18,TSLA.Close,313.059998,207.850006,150.61822899345984
2017-05-19,TSLA.Close,310.829987,207.850006,149.54533462943465
2017-05-22,TSLA.Close,310.350006,207.850006,149.3144080063197
2017-05-23,TSLA.Close,303.859985,207.850006,146.19195392277254
2017-05-24,TSLA.Close,310.220001,207.850006,149.25186049790156
2017-05-25,TSLA.Close,316.829987,207.850006,152.43203168346312
2017-05-26,TSLA.Close,325.140015,207.850006,156.43012057454547
2017-05-30,TSLA.Close,335.100006,207.850006,161.22203335418715
2017-05-31,TSLA.Close,341.01001,207.850006,164.0654318768699
2017-06-01,TSLA.Close,340.369995,207.850006,163.75751030769757
2017-06-02,TSLA.Close,339.850006,207.850006,163.50733518862637
2017-06-05,TSLA.Close,347.320007,207.850006,167.10127350200796
2017-06-06,TSLA.Close,352.850006,207.850006,169.7618454723547
2017-06-07,TSLA.Close,359.649994,207.850006,173.0334296935262
2017-06-08,TSLA.Close,370,207.850006,178.01298499842238
2017-06-09,TSLA.Close,357.320007,207.850006,171.9124352587221
2017-06-12,TSLA.Close,359.01001,207.850006,172.72552303895532
2017-06-13,TSLA.Close,375.950012,207.850006,180.87563201706138
2017-06-14,TSLA.Close,380.660004,207.850006,183.14168535554433
2017-06-15,TSLA.Close,375.339996,207.850006,180.582143452043
2017-06-16,TSLA.Close,371.399994,207.850006,178.68654475766527
2017-06-19,TSLA.Close,369.799988,207.850006,177.91675598989397
2017-06-20,TSLA.Close,372.23999,207.850006,179.09068042076456
2017-06-21,TSLA.Close,376.399994,207.850006,181.09212563602236
2017-06-22,TSLA.Close,382.609985,207.850006,184.07985275689623
2017-06-23,TSLA.Close,383.450012,207.850006,184.484003334597
2017-06-26,TSLA.Close,377.48999,207.850006,181.61654034303947
2017-06-27,TSLA.Close,362.369995,207.850006,174.3420661724686
2017-06-28,TSLA.Close,371.23999,207.850006,178.60956424509317
2017-06-29,TSLA.Close,360.75,207.850006,173.5626603734618
2017-06-30,TSLA.Close,361.609985,207.850006,173.97641306779659
2017-07-03,TSLA.Close,352.619995,207.850006,169.65118345967235
2017-07-05,TSLA.Close,327.089996,207.850006,157.36828797589737
2017-07-06,TSLA.Close,308.829987,207.850006,148.58310227809184
2017-07-07,TSLA.Close,313.220001,207.850006,150.6952090249158
2017-07-10,TSLA.Close,316.049988,207.850006,152.0567615475556
2017-07-11,TSLA.Close,327.220001,207.850006,157.43083548431557
2017-07-12,TSLA.Close,329.519989,207.850006,158.53739691496568
2017-07-13,TSLA.Close,323.410004,207.850006,155.597784298356
2017-07-14,TSLA.Close,327.779999,207.850006,157.70025958045917
2017-07-17,TSLA.Close,319.570007,207.850006,153.7502996271263
2017-07-18,TSLA.Close,328.23999,207.850006,157.92156869122243
2017-07-19,TSLA.Close,325.26001,207.850006,156.48785211004517
2017-07-20,TSLA.Close,329.920013,207.850006,158.72985493202245
2017-07-21,TSLA.Close,328.399994,207.850006,157.99854920379457
2017-07-24,TSLA.Close,342.519989,207.850006,164.79190719869402
2017-07-25,TSLA.Close,339.600006,207.850006,163.3870561447085
2017-07-26,TSLA.Close,343.850006,207.850006,165.431799891312
2017-07-27,TSLA.Close,334.459991,207.850006,160.9141117850148
2017-07-28,TSLA.Close,335.070007,207.850006,161.20760035003318
2017-07-31,TSLA.Close,323.470001,207.850006,155.62664982554776
2017-08-01,TSLA.Close,319.570007,207.850006,153.7502996271263
2017-08-02,TSLA.Close,325.890015,207.850006,156.79095770629903
2017-08-03,TSLA.Close,347.089996,207.850006,166.9906114893256
2017-08-04,TSLA.Close,356.910004,207.850006,171.71517618334832
2017-08-07,TSLA.Close,355.170013,207.850006,170.8780383677256
2017-08-08,TSLA.Close,365.220001,207.850006,175.71325015982922
2017-08-09,TSLA.Close,363.529999,207.850006,174.90016286071216
2017-08-10,TSLA.Close,355.399994,207.850006,170.9886859469227
2017-08-11,TSLA.Close,357.869995,207.850006,172.17704338194727
2017-08-14,TSLA.Close,363.799988,207.850006,175.0300589358655
2017-08-15,TSLA.Close,362.329987,207.850006,174.32281767651236
2017-08-16,TSLA.Close,362.910004,207.850006,174.60187323737676
2017-08-17,TSLA.Close,351.920013,207.850006,169.31441079679354
2017-08-18,TSLA.Close,347.459991,207.850006,167.16862206874316
2017-08-21,TSLA.Close,337.859985,207.850006,162.54990389560055
2017-08-22,TSLA.Close,341.350006,207.850006,164.22900945213348
2017-08-23,TSLA.Close,352.769989,207.850006,169.723347999326
2017-08-24,TSLA.Close,352.929993,207.850006,169.80032851189816
2017-08-25,TSLA.Close,348.049988,207.850006,167.45247916904077
2017-08-28,TSLA.Close,345.660004,207.850006,166.30261920704493
2017-08-29,TSLA.Close,347.359985,207.850006,167.12050756447897
2017-08-30,TSLA.Close,353.179993,207.850006,169.920607555816
2017-08-31,TSLA.Close,355.899994,207.850006,171.2292440347584
2017-09-01,TSLA.Close,355.399994,207.850006,170.9886859469227
2017-09-05,TSLA.Close,349.589996,207.850006,168.19340192850413
2017-09-06,TSLA.Close,344.529999,207.850006,165.75895552295532
2017-09-07,TSLA.Close,350.609985,207.850006,168.68413513541105
2017-09-08,TSLA.Close,343.399994,207.850006,165.21529183886577
2017-09-11,TSLA.Close,363.690002,207.850006,174.9771428921681
2017-09-12,TSLA.Close,362.75,207.850006,174.52489272480463
2017-09-13,TSLA.Close,366.230011,207.850006,176.19918230841907
2017-09-14,TSLA.Close,377.640015,207.850006,181.6887197972946
