ccode,cname,ccodealp,ccodecow,ccodewb,version,ajr_settmort,atop_ally,atop_number,bci_bci,bi_total,bicc_gmi,biu_offrel,bti_aar,bti_acp,bti_aod,bti_cdi,bti_ci,bti_cps,bti_cr,bti_ds,bti_eo,bti_eos,bti_ep,bti_ffe,bti_foe,bti_ij,bti_mes,bti_muf,bti_pdi,bti_pp,bti_prp,bti_ps,bti_rol,bti_sdi,bti_seb,bti_sel,bti_sop,bti_ssn,bti_su,bti_wr,cai_cai2,ccp_cc,ccp_childwrk,ccp_equal,ccp_freerel,ccp_slave,ccp_strike,ciri_assn,ciri_dommov,ciri_formov,ciri_injud,ciri_physint,ciri_polpris,ciri_speech,ciri_tort,cpds_enps,cpds_enpv,cpds_la,cpds_lall,cpds_lcom,cpds_lcon,cpds_le,cpds_lfe,cpds_lg,cpds_ll,cpds_lls,cpds_lmo,cpds_lnl,cpds_lo,cpds_lp,cpds_lpc,cpds_lpen,cpds_lper,cpds_lr,cpds_lreg,cpds_lrel,cpds_ls,cpds_tg,cpds_vt,cri_contr,cses_pc,cses_sd,cspf_sfi,ef_ef,egov_egov,epi_eh,epi_epi,ess_happy,ess_health,ess_relig,ess_trlegal,ess_trparl,ess_trpart,ess_trpeople,ess_trpolice,ess_trpolit,ffp_ext,ffp_fsi,ffp_hf,ffp_hr,ffp_ps,ffp_ref,ffp_sec,ffp_sl,ffp_ued,fh_aor,fh_cl,fh_ep,fh_feb,fh_fog,fh_ipolity2,fh_pair,fh_pr,fh_rol,fh_status,fhn_fotnsc,fhn_fotnst,fhp_score5,fhp_status5,fi_ftradeint,fi_index,gcb_br,gcb_fcwell,gcb_orcag,gcb_pcbmost,gcb_pcjmost,gcb_pclgcmost,gcb_pclmost,gcb_pcori,gcb_pcpmost,gcb_pcpolmost,gcb_pcrmost,gcb_pctaxmost,gcb_pfcaag,gcb_sarcag,gcb_wsdag,gd_ptsa,gd_ptsh,gii_gii,gol_enep,gol_est,gol_est_spec,gol_pr,gpi_gpi,h_j,hf_efiscore,hf_financ,hf_invest,hf_labor,hf_prights,ht_colonial,ht_region,ht_regtype,ht_regtype1,ibp_obi,icrg_qog,ideavt_legvt,ideavt_presvt,iiag_be,iiag_edu,iiag_gov,iiag_hd,iiag_he,iiag_inf,iiag_ns,iiag_phr,iiag_rol,iiag_srol,iiag_wel,ipi_tradeopen,ipu_l_sw,ipu_u_sw,lis_gini,lp_lat_abst,lp_legor,mad_gdppc,mad_gdppc1900,nelda_mbbe,nelda_mtop,nelda_oa,nelda_rpae,nunn_desert,nunn_dist_coast,nunn_tropical,ohi_ohi,p_durable,p_polity2,pei_eir,pei_peii,pwt_hci,pwt_pop,qs_closed,qs_impar,qs_proff,ross_gas_value_2014,ross_oil_value_2014,rsf_pfi,sgi_ec,sgi_ecbg,sgi_ecec,sgi_eclm,sgi_ectx,sgi_en,sgi_enen,sgi_enge,sgi_qd,sgi_qdep,sgi_so,sgi_soed,sgi_sofa,sgi_sogi,sgi_sohe,sgi_soin,sgi_sope,sgi_sosi,sgi_sosl,ti_cpi,top_top10_income_share,top_top1_income_share,undp_hdi,van_index,vdem_corr,vdem_delibdem,vdem_egaldem,vdem_gender,vdem_libdem,vdem_mecorrpt,vdem_partipdem,vdem_polyarchy,vi_rsg,vi_rsm,vi_udr,vi_wcoord,voh_gti,wbgi_cce,wbgi_gee,wbgi_pve,wbgi_rle,wdi_acel,wdi_acelr,wdi_acelu,wdi_afp,wdi_agedr,wdi_ane,wdi_araland,wdi_area,wdi_armexp,wdi_armimp,wdi_birth,wdi_bribfirm,wdi_broadb,wdi_busden,wdi_co2,wdi_death,wdi_debt,wdi_eduprp,wdi_eduprs,wdi_elerenew,wdi_elprodcoal,wdi_elprodgas,wdi_elprodhyd,wdi_elprodnuc,wdi_elprodoil,wdi_emp,wdi_empagr,wdi_empagrf,wdi_empagrm,wdi_empch,wdi_empind,wdi_empindf,wdi_empindm,wdi_empser,wdi_empserf,wdi_empserm,wdi_eneimp,wdi_eodb,wdi_expedu,wdi_expeduge,wdi_expedup,wdi_expedus,wdi_expedut,wdi_expmil,wdi_fdiin,wdi_fdiout,wdi_fertility,wdi_firftopm,wdi_firgifttax,wdi_forest,wdi_fossil,wdi_gdpagr,wdi_gdpcapcon2010,wdi_gdpcappppcon2011,wdi_gdpind,wdi_gerp,wdi_gerpp,wdi_gers,wdi_gert,wdi_gini,wdi_homicides,wdi_idpdis,wdi_idpvc,wdi_idpvp,wdi_imig,wdi_infpay,wdi_internet,wdi_lfpf,wdi_lifexp,wdi_lifexpf,wdi_lifexpm,wdi_litrad,wdi_litradf,wdi_litradm,wdi_litry,wdi_migration,wdi_nerp,wdi_ners,wdi_peacekeep,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_poprul,wdi_popurb,wdi_povgap190,wdi_povgapnpl,wdi_povgaprur,wdi_povgapurb,wdi_refasy,wdi_refori,wdi_semp,wdi_smokf,wdi_smokm,wdi_spr,wdi_tacpsr,wdi_taxrev,wdi_tele,wdi_trade,wdi_unempfilo,wdi_unempilo,wdi_unempmilo,wdi_unempyfilo,wdi_unempyilo,wdi_unempymilo,wdi_wip,wel_cwi,who_halet,who_sanittot,wvs_confaf,wvs_confch,wvs_confcs,wvs_confgov,wvs_confjs,wvs_conflu,wvs_confpar,wvs_confpol,wvs_confpp,wvs_confpr,wvs_conftv,wvs_demimp,wvs_democ,wvs_hap,wvs_imprel,wvs_pmi12,wvs_psarmy,wvs_psdem,wvs_psexp,wvs_pssl,wvs_relacc,wvs_satfin,wvs_subh,wvs_trust
4,"Afghanistan","AFG",700,4,"QoGBasCSJan20",4.5400982,1,1,63.563793,40,632.4718017578125,2,4,2,,3,9,4,2,3.016666650772095,3,4,4,3,4,3,2.892857074737549,2,3,3.5,3.5,2,2.5,3,1,1,3,2,2.5,2.5,.0070000002160668,1,1,1,1,2,3,1,0,2,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,.72675228,.25850001,36.759998,37.740002,,,,,,,,,,9.699999809265137,107.3000030517578,8.199999809265137,8.5,9.899999618530273,9.800000190734863,10,9.100000381469727,7.5,4,6,2,6,2,3.0833333,2,6,2,3,,,60,2,,,,,,,,,,,,,,,,,,5,4,.6600000262260437,,,,,3.519000053405762,0,48.90000152587891,0,55,63.20000076293945,12.60000038146973,0,8,1,4,49,,45.22999954223633,38.90000152587891,,,,,,,,,,,,,27.70000076293945,26.5,,.366666704416275,2,1929,,0,1,1,0,4.355736143291409,.9224445132674083,0,,2,-1,2.6666665,,,,,2.21,2.7,21474898,0,39.45999908447266,,,,,,,,,,,,,,,,,,,,15,,,.4939999878406525,11.29300022125244,.9129999876022339,.3089999854564667,.1509999930858612,.4709999859333038,.2300000041723251,2.29200005531311,.1589999943971634,.3529999852180481,,,,,9.4029999,-1.5263517,-1.2263633,-2.6710539,-1.4981898,97.69999694824219,97.09935760498047,99.5,2.4977126121521,87.94178771972656,,11.83867931365967,652860,,176000000,33.98099899291992,46.79999923706055,.0248735044151545,.1860238760709763,.2939464151859283,6.742000102996826,,4.888199806213379,3.543720006942749,86.05010986328125,,,,,,.5059999823570251,38.81800079345703,56.04600143432617,29.6200008392334,,17.42499923706055,16,18.1870002746582,43.75600051879883,27.95400047302246,52.19400024414063,,167,4.228360176086426,16.21170043945313,43.30205154418945,21.83389091491699,15.95378971099854,.9554932713508606,.4833602607250214,-.0763115659356117,4.800000190734863,4.699999809265137,34,2.067824602127075,,21.08108711242676,571.0737915039063,1757.0234375,21.82322311401367,102.3105010986328,,50.64540100097656,9.686420440673828,,6.599999904632568,7400,653000,1553000,1.175546884536743,39.29999923706055,11.19999980926514,35.29656982421875,63.76300048828125,65.27500152587891,62.34299850463867,43.01971817016602,29.80521011352539,55.47544860839844,65.42054748535156,-314602,,43.97317123413086,14,35383128,44.27211380004883,53.20796585083008,2.519922494888306,54.19711303710938,74.98000335693359,25.02000045776367,,,,,59771,2501445,90.08599853515625,,,2.5,2,8.842616081237793,.3227309584617615,47.65905380249023,2.601999998092651,1.633999943733215,1.108999967575073,3.964999914169312,2.792999982833862,2.153000116348267,27.70000076293945,,53,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Albania","ALB",339,8,"QoGBasCSJan20",,1,7,53.08683,136,439.0813903808594,0,9,5,8,8,3,7.5,8,7.050000190734863,6,6,6,7,7,5,6.607142925262451,10,6,7.5,7,6,5.25,7,6,6,4,7,5,6.5,1,2,1,1,1,2,1,2,2,2,0,7,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0078073,.65189999,65.669998,65.459999,,,,,,,,,,6.699999809265137,60.5,7.599999904632568,4.800000190734863,4,3.599999904632568,4.699999809265137,5.699999809265137,3.599999904632568,9,3,8,13,7,8.083333,9,3,9,2,,,51,2,8.214899063110352,7.639999866485596,25,.4000000059604645,.6200000047683716,.3799999952316284,.5600000023841858,.4199999868869781,.550000011920929,,.3600000143051147,.3600000143051147,.2700000107288361,.4300000071525574,.5699999928474426,.4699999988079071,.5199999809265137,2,,.25,3.511840105056763,2,9,25,1.919999957084656,0,65.90000152587891,70,70,51.5,35,0,1,100,100,50,.44444445,46.7599983215332,,,,,,,,,,,,,9.617762565612793,20.70000076293945,,,.4555555880069733,3,11285,1011,1,1,1,0,0,.0478929296146633,0,56.080002,19,9,6.3281736,50.097183,2.9443393,2.926348,5.5999999,3.6849999,4.25,4971190.5,740679872,29.92000007629395,,,,,,,,,,,,,,,,,,,,39,,,.7820000052452087,33.96428680419922,.7620000243186951,.2419999986886978,.3740000128746033,.8149999976158142,.4300000071525574,2.167999982833862,.3160000145435333,.5080000162124634,,,,,1.479,-.40526596,.013270382,.34464467,-.32886726,100,100,100,.6432669162750244,45.64503479003906,24.54804992675781,22.63868522644043,27400,,4000000,12.07999992370605,19.5,9.228640556335449,1.352324724197388,1.978763341903687,7.533999919891357,80.73558044433594,6.536389827728271,8.793780326843262,100,0,0,100,0,0,2.391000032424927,39.7869987487793,45.17900085449219,35.83000183105469,,18.98100090026855,14.47299957275391,22.28800010681152,41.23300170898438,40.34799957275391,41.88199996948242,13.79797077178955,63,3.954639911651611,13.59696006774902,56.76692962646484,25.36938095092773,19.09853935241699,1.101507544517517,8.804978370666504,.0593420304358006,1.659000039100647,11.69999980926514,18.39999961853027,28.12189674377441,61.42180252075195,19.84997749328613,4683.74365234375,11356.716796875,21.14200019836426,105.5539016723633,87.68226623535156,95.71499633789063,58.38185119628906,,3.400000095367432,3100,,,1.989036440849304,18.29999923706055,66.36344146728516,41.75172805786133,78.19400024414063,80.13400268554688,76.35299682617188,98.14115142822266,97.76112365722656,98.51361846923828,99.33000183105469,-69998,94.05692291259766,86.48091125488281,,2876101,18.38369560241699,68.66009521484375,12.95621109008789,104.9671859741211,41.57899856567383,58.42100143432617,,,,,138,11065,58.42699813842773,7.099999904632568,51.20000076293945,,,17.59022903442383,8.614077568054199,74.80986022949219,14.56599998474121,15.22000026702881,15.69299983978271,33.40800094604492,35.37099838256836,36.39300155639648,22.89999961853027,,68.09999847412109,40,,,,,,,,,,,,,,,,,,,,,,,,
12,"Algeria","DZA",615,12,"QoGBasCSJan20",4.3592696,1,6,55.648403,143,764.2244873046875,2,5,5,,2,6,6.5,5,4.75,5,6,6,5,6,4,5.214285850524902,8,3,4.5,4.5,4,4.25,2.5,5,5,4,6,4.5,5.5,.2360000014305115,2,2,1,2,98,1,0,2,1,0,5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2.4073162,.42269999,80.949997,57.18,,,,,,,,,,4.900000095367432,76.80000305175781,5.800000190734863,6.599999904632568,6,6.800000190734863,7.199999809265137,6.900000095367432,6.599999904632568,5,5,4,7,3,4.25,7,6,5,3,,,65,3,4.12702465057373,5.03000020980835,.119999997317791,.239999994635582,,.3700000047683716,.2800000011920929,.3899999856948853,.3899999856948853,.5099999904632568,.3100000023841858,.25,.1700000017881393,.4000000059604645,.5,,,3,3,.4320000112056732,,,,,2.187999963760376,0,50.09999847412109,30,30,48.20000076293945,25,6,3,1,4,3,.44444445,37.09000015258789,49.41999816894531,37.400002,72.400002,51.5,69.699997,81.099998,62.799999,78.400002,41.599998,39.200001,50.700001,55.599998,4.638485431671143,31.60000038146973,5.800000190734863,,.3111110925674438,2,13328,,1,1,1,1,23.27713605377173,.7522285126240592,0,51.139999,12,2,3.9583333,44.132652,2.2632587,40.606052,,2.4820001,2.4666667,12384945152,51288494080,42.83000183105469,,,,,,,,,,,,,,,,,,,,34,,,.753000020980835,12.31540012359619,.6899999976158142,.2310000061988831,.2739999890327454,.7910000085830688,.1550000011920929,2.595000028610229,.1129999980330467,.3079999983310699,,,,,3.9519999,-.67789251,-.5311597,-1.0975257,-.85740095,99.99231719970703,99.97308349609375,100,2.66561484336853,54.18401336669922,.0301060359925032,3.108735799789429,2381740,0,2872999936,25.25,,7.051711082458496,.5791100263595581,3.735520124435425,4.717000007629395,,.8943399786949158,,.3226838111877441,0,98.35751342773438,.2107619345188141,0,1.319805860519409,4.156000137329102,8.343999862670898,2.729000091552734,9.442000389099121,7.500763893127441,31.18499946594238,22.57699966430664,32.86800003051758,60.47100067138672,74.69400024414063,57.69100189208984,-177.1243591308594,157,,,,,,6.381112575531006,1.02308452129364,.0290644597262144,3.052000045776367,,,.8244392871856689,99.97792053222656,12.21279144287109,4834.22998046875,13939.9404296875,34.74020004272461,113.8302001953125,,,42.62884902954102,,1.399999976158142,2000,2800,2500,.6110720038414001,,42.94552612304688,18.04019546508789,76.29799652099609,77.52400207519531,75.11499786376953,81.4078369140625,75.32296752929688,87.42295837402344,97.42652130126953,-50002,97.59079742431641,,,40551404,29.13445281982422,64.85756683349609,6.007981300354004,17.02595710754395,28.54100036621094,71.45899963378906,,,,,94232,3726,31.00799942016602,.699999988079071,30.39999961853027,,,,8.396035194396973,55.89224243164063,18.62899971008301,10.20199966430664,8.347000122070313,43.42100143432617,25.63999938964844,22.14100074768066,31.60000038146973,.1972372680902481,65.5,18,2.7573073,3.0847456,2.257971,2.2980952,2.4784644,2.115016,1.9791231,2.6745822,1.8700508,2.1863637,2.4049733,8.1176996,5.7878227,2.9444444,3.8818107,1.9764936,1.8367347,3.4462416,2.1836517,1.8418849,3.7106164,5.9881253,3.8055789,.17928633
20,"Andorra","AND",232,20,"QoGBasCSJan20",,1,2,19.976542,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0070000002160668,2,2,1,1,98,3,2,2,2,2,8,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6857,,,,,,,,,,,,,,,,,,,,,11,1,12,15,12,10,15,1,15,1,,,15,1,,,,,,,,,,,,,,,,,,,,,3.539283990859985,3,12,9,,,,,,,,0,5,,,,,65.62000274658203,,,,,,,,,,,,,,39.29999923706055,,,.4699999988079071,2,,,0,1,1,0,0,.134176601589367,0,,,,,,,,,,,,,21.03000068664551,,,,,,,,,,,,,,,,,,,,,,,.8560000061988831,12.97799968719482,,,,,,,,,,,,,,1.2287786,1.8605871,1.4134194,1.5779246,100,100,100,,,,1.659574389457703,470,,,8.800000190734863,,42.03268051147461,,5.832906246185303,4.300000190734863,,2.18927001953125,2.779659986495972,86.11669921875,,,,,,,,,,,,,,,,,,,3.256700038909912,9.668939590454102,21.5037899017334,23.97024917602539,5.895199775695801,,,,,,,34.04255294799805,,.4921014010906219,42949.66796875,,9.844718933105469,,,,,,0,,,,59.71364974975586,,97.93063354492188,,,,,,,,,,,,,77297,,,,164.4617004394531,11.7519998550415,88.24800109863281,,,,,,2,,29,37.79999923706055,,,,50.05886459350586,,,,,,,,32.09999847412109,,,100,,,,,,,,,,,,,,,,,,,,,,,,
24,"Angola","AGO",540,24,"QoGBasCSJan20",5.6347895,1,8,70.689346,158,670.9456787109375,0,3,2,,2,4,6,4,4.199999809265137,4,4,4,3,4,3,3.678571462631226,8,3,3,4,5,3,2.5,2,2,3,2,3,3,.0070000002160668,2,1,1,1,96,2,0,1,2,1,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1.0145468,.33759999,33.790001,37.439999,,,,,,,,,,5.400000095367432,91.09999847412109,6.599999904632568,7.300000190734863,9.100000381469727,7.099999904632568,6.5,8.600000381469727,9.899999618530273,3,6,3,5,1,2.8333333,3,6,3,3,40,2,73,3,5.264753818511963,5.400000095367432,,,,,,,,,,,,,,,,2,3,,,,,,2.006999969482422,0,48.90000152587891,40,40,44.79999923706055,15,7,4,1,4,25,.31944445,76.12999725341797,,17.799999,27.6,37.900002,39.599998,51.599998,23.9,87,37.700001,41,45,39.599998,3.002124547958374,36.79999923706055,,,.1366667002439499,2,8397,,,,,,.425228661821526,.4283643759996893,44.34624572755408,53.57,19,-2,4.25,35.459183,1.460044,28.813463,,,,130493752,62904848384,40.41999816894531,,,,,,,,,,,,,,,,,,,,18,,,.5770000219345093,6.227712154388428,.8759999871253967,.1340000033378601,.1280000060796738,.746999979019165,.1509999930858612,1.294000029563904,.090999998152256,.3170000016689301,,,,,.153,-1.4397035,-1.035903,-.31589884,-1.0873204,40.62452697753906,0,70.79496002197266,.98466956615448,97.29458618164063,2.548840045928955,3.930376291275024,1246700,,142000000,41.88199996948242,,.4269222319126129,,1.290306806564331,8.715999603271484,,14.11855983734131,21.4677906036377,53.1749267578125,0,0,53.1749267578125,0,46.8250732421875,4.267000198364258,49.44200134277344,55.99700164794922,42.9109992980957,,8.232999801635742,1.11899995803833,15.32299995422363,42.32400131225586,42.88399887084961,41.76599884033203,-540.9974975585938,173,,,,,,2.733340740203857,-.1775225251913071,.2699709236621857,5.685999870300293,,,46.30720901489258,48.30559158325195,9.831168174743652,3530.309326171875,6258.37646484375,42.6435661315918,113.4779968261719,39.61101913452148,50.67147827148438,9.336259841918945,,,19000,,,.4270046651363373,,13,49.53723526000977,59.92499923706055,62.78300094604492,57.24200057983398,66.03011322021484,53.40721130371094,79.97415161132813,77.43112945556641,32066,,,,28842484,47.05335235595703,50.68563079833984,2.261018514633179,23.13506317138672,35.85100173950195,64.14900207519531,,,,,15555,8404,71.52100372314453,,,2.5,2.5,9.732512474060059,1.055709838867188,53.37015533447266,7.638000011444092,7.281000137329102,6.921999931335449,16.91900062561035,16.97699928283691,17.0359992980957,36.79999923706055,,55.79999923706055,,,,,,,,,,,,,,,,,,,,,,,,,
28,"Antigua and Barbuda","ATG",58,28,"QoGBasCSJan20",,1,3,26.941038,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0070000002160668,2,2,1,1,1,3,2,2,2,2,7,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3310661,.59060001,76.529999,59.18,,,,,,,,,,5.300000190734863,54.79999923706055,6.800000190734863,4.400000095367432,3.799999952316284,2.700000047683716,5.699999809265137,5.400000095367432,4.5,9,2,12,15,8,8.5957413,13,2,13,1,,,34,2,,,,,,,,,,,,,,,,,,,,,2.02167010307312,1,1,1,,,,,,,,5,10,100,100,,,90.26999664306641,,,,,,,,,,,,,,11.10000038146973,41.20000076293945,,,,,,0,1,1,0,0,.0013240231462322,100,77.029999,,,5.5,,,.100963,,,,,,20.80999946594238,,,,,,,,,,,,,,,,,,,,,,,.7779999971389771,20.57920074462891,,,,,,,,,,,,,,.69374853,.26549062,.87860721,.50884181,100,100,100,,44.44172668457031,,9.090909004211426,440,,,15.71700000762939,,9.797201156616211,4.013464450836182,5.744420051574707,6.269999980926514,,49.87934875488281,18.16558074951172,0,,,,,,,,,,,,,,,,,,112,,,,,,,5.505917072296143,.9114598631858826,2.003000020980835,,,22.27272796630859,,1.543827891349792,14190.60546875,22393.99609375,17.48544120788574,103.6689987182617,72.65406036376953,109.2087020874023,,,,1400,,,30.58550643920898,,73,,76.61699676513672,77.76599884033203,75.41000366210938,98.94999694824219,99.41999816894531,98.40000152587891,,0,94.19429016113281,87.74031829833984,,94527,22.4073543548584,69.23207092285156,8.360573768615723,214.8340911865234,75.15399932861328,24.84600067138672,,,,,4,83,,,,,,,23.80695533752441,88.45854187011719,,,,,,,11.10000038146973,,67,,,,,,,,,,,,,,,,,,,,,,,,,
31,"Azerbaijan","AZE",373,31,"QoGBasCSJan20",,1,14,48.877785,100,797.7373046875,0,3,2,,2,4,6,3,3.433333396911621,6,5,5,2,2,3,4.821428775787354,5,2,2.25,4.5,2,3,2,4,4,2,5,4.5,5.5,1,2,2,1,1,3,1,0,1,1,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2.0805047,.65740001,48.549999,62.330002,,,,,,,,,,6.400000095367432,76.30000305175781,4.300000190734863,8.5,5.400000095367432,7.699999809265137,6.199999809265137,8.800000190734863,5.900000095367432,1,6,1,2,1,1.1666666,5,7,2,3,58,2,90,3,7.224321365356445,6.460000038146973,15,.25,.4300000071525574,.1000000014901161,.1599999964237213,.1400000005960464,.119999997317791,,.0900000035762787,.2099999934434891,.0799999982118607,.1800000071525574,.3300000131130219,.3799999952316284,.3799999952316284,3,3,.3179999887943268,,,,,2.457000017166138,0,60.20000076293945,50,60,75.19999694824219,20,0,1,1,4,34,.3611111,55.54000091552734,74.23999786376953,,,,,,,,,,,,8.411834716796875,16.89999961853027,,,,,15296,,1,1,1,0,0,.583659516329386,0,,21,-7,2.5476191,35.912697,,9.7253761,4.5238094,3.3203809,3.3571429,3183736832,30553513984,56.40000152587891,,,,,,,,,,,,,,,,,,,,30,,,.7570000290870667,9.979000091552734,.9599999785423279,.0480000004172325,.0879999995231628,.5770000219345093,.0599999986588955,.6940000057220459,.0670000016689301,.1969999969005585,,,,,1.149,-.8385039,-.16561323,-.80387908,-.5198614,100,100,100,1.649332761764526,40.7912483215332,.5720462799072266,24.18047714233398,82670,,279000000,16.29999923706055,15.89999961853027,18.52561569213867,1.031661987304688,3.931560516357422,5.800000190734863,,.5999400019645691,12.89056968688965,7.039857387542725,0,86.08230590820313,6.630751609802246,0,6.509235382080078,13.13500022888184,36.34000015258789,42.10599899291992,30.94599914550781,,14.32999992370605,6.019999980926514,22.10400009155273,49.33000183105469,51.87400054931641,46.95000076293945,-310.3847045898438,25,2.903409957885742,8.206899642944336,,,17.0826301574707,3.715428352355957,11.88265323638916,6.796328544616699,1.899999976158142,2.400000095367432,12.5,14.0996732711792,98.36598968505859,5.605111598968506,5812.58447265625,16131.9716796875,47.5579719543457,106.4317016601563,22.73686981201172,94.48007965087891,25.92642021179199,,2.099999904632568,390,,582000,2.709061622619629,6.599999904632568,78.19999694824219,48.78082275390625,72.49299621582031,75.08799743652344,69.85800170898438,99.79006195068359,99.71955108642578,99.86405181884766,99.94048309326172,6002,94.92858123779297,88.53256225585938,,9757812,23.13733673095703,71.02713775634766,5.835522651672363,118.0332870483398,44.97900009155273,55.02099990844727,,,,,1193,10112,68.18499755859375,.300000011920929,42.5,,,14.55551624298096,17.46328544616699,90.07731628417969,5.907000064849854,5,4.135000228881836,15.63000011444092,13.4069995880127,11.42000007629395,16.79999923706055,,64.90000152587891,,,,,,,,,,,,,,,,,,,,,,,,,
32,"Argentina","ARG",160,32,"QoGBasCSJan20",4.232656,1,3,61.392464,278,553.9711303710938,0,10,6,9,8,4,7,7,8,7,5,5,9,9,7,6.535714149475098,8,7,9,7.5,7,7,7.5,7,7,7,6,6,6.5,.2720000147819519,,,,,,,2,2,2,0,4,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,.41977078,,2,3.3650503,.7335,79.879997,59.299999,,,,,,,,,,4.599999904632568,48.20000076293945,3,4.099999904632568,3.799999952316284,2.299999952316284,4.300000190734863,4.800000190734863,5.400000095367432,11,2,11,14,8,8.916666,14,2,10,1,27,1,46,2,6.482546806335449,5.400000095367432,.1299999952316284,.4799999892711639,.7099999785423279,.3775856494903564,.3867051899433136,.3637679815292358,.4593603014945984,.4099999964237213,.4020973443984985,.4595509171485901,.1815924346446991,.2844836413860321,.6499999761581421,.5099999904632568,.6000000238418579,2,2,.3610000014305115,4.652133941650391,2,9,25,2.01200008392334,0,43.79999923706055,30,30,43.90000152587891,15,2,2,100,100,50,.47222224,76.73999786376953,80.76999664306641,,,,,,,,,,,,6.979634761810303,35.79999923706055,41.70000076293945,,.3777778148651123,2,18695,4925,0,1,1,0,0,.3523024037673626,0,67.639999,33,9,7.9209657,60.204082,3.0052135,43.847431,,3.4312778,2.3333333,6006751744,19219369984,25.06999969482422,,,,,,,,,,,,,,,,,,,,36,,,.8220000267028809,38.51333999633789,.460999995470047,.593999981880188,.6060000061988831,.878000020980835,.6700000166893005,2.954999923706055,.5370000004768372,.781000018119812,1,2,31.89699172973633,2,.97100002,-.28404126,.16212919,.2046255,-.39360595,99.96688079833984,99.73268890380859,99.98828125,.5345602035522461,56.10227203369141,5.501503467559814,14.32387256622314,2736690,,17000000,17.38299942016602,9.300000190734863,16.60166358947754,.4302458465099335,4.781507968902588,7.625999927520752,,26.37001037597656,26.54933929443359,28.14006996154785,2.02956748008728,49.48226165771484,26.24157524108887,4.166727066040039,15.42319488525391,3.697000026702881,.125,.0329999998211861,.1889999955892563,,22.97800064086914,8.861000061035156,32.78099822998047,76.89700317382813,91.10600280761719,67.02999877929688,13.0293607711792,119,5.572179794311523,13.37615013122559,30.07402038574219,40.93611907958984,20.36758041381836,.8131400942802429,.5847499370574951,.3204359412193298,2.288000106811523,8,6,9.798405647277832,87.72240447998047,6.264565944671631,10239.4814453125,18645.091796875,22.05410766601563,110.7391967773438,75.33119201660156,108.4623031616211,87.21344757080078,42,6,12000,,,4.805292129516602,6.800000190734863,70.96897888183594,41.72607421875,76.22100067138672,79.58300018310547,72.76799774169922,99.12500762939453,99.14309692382813,99.10498809814453,99.50270843505859,24000,99.10172271728516,89.88468170166016,,43590368,25.0794563293457,64.06056976318359,10.85997772216797,15.92813491821289,8.373000144958496,91.62699890136719,.300000011920929,,,,3293,128,24.83600044250488,16.20000076293945,27.70000076293945,,,12.09728336334229,23.36292457580566,26.09388732910156,9.163000106811523,8.015999794006348,7.203000068664551,25.89100074768066,21.95299911499023,19.45000076293945,35.79999923706055,.2308970838785172,68.40000152587891,,2.1229682,2.539607,1.8688473,2.1107044,1.85946,1.8405796,2.0068548,1.969954,1.8211542,2.2494903,2.2132895,8.5034714,6.4664521,3.1991854,2.6334383,2.0595374,1.488683,3.4690154,2.490186,2.4252341,1.8501804,6.5178986,3.9894962,.19854753
